plant_id,plant_installation_date,plant_name,sector,state,city,area,user_id,user_name,user_mobile,user_email,wind_speed,wind_direction,wind_speed_category,wind_direction_category,generator_speed,installation_year,theoretical_power,power_output,product_type1_wind_turbine,product_type2_tower_structure,product_type3_power_inverter,product_type4_controller_unit,total_num_of_products,installation_type,installation_cost,total_cost,User_Advantage
P_000427,2024-09-03,Kerala Airflow Block,Commercial,Kerala,Koyilandy,Urban,U_000800,Jackson Bhatt,9377016029,jackson_bhatt@yahoo.com,13.57,195,Moderate,South,17.55,2024,91.66,101.84,26,26,31,31,114,Professional,75000,17320000,profit
P_000428,2025-11-23,Mahalaxmi Vellore Cloud Tower,Government (MNRE),Tamil Nadu,Vellore,Rural,U_000553,Anirudh Zaidi,8068739296,zaidi.anirudh379@outlook.com,8.29,32,Moderate,North,11.92,2025,14.36,15.96,27,27,31,29,114,Professional,75000,17490000,profit
P_000429,2024-11-26,Shivpuri Wind Farm VI,Commercial,Madhya Pradesh,Shivpuri,Rural,U_000921,Vihaan Rathore,8863382036,vihaan.rathore13@hotmail.com,8.41,190,Moderate,South,12.62,2024,10.41,11.57,16,16,18,0,50,Self,0,4760000,profit
P_000430,2023-05-14,Vishnu Bharatpur Nimbus Field,Industrial,Rajasthan,Bharatpur,Urban,U_000075,Oscar Bhat,7418935674,o.bhat1975@yahoo.com,10.9,181,Moderate,South,14.51,2023,8.2,9.11,6,6,6,8,26,Professional,75000,3930000,profit
P_000431,2024-09-12,Mahadev Porbandar Jetstream Park,Government (MNRE),Gujarat,Porbandar,Rural,U_001177,Zayyan Joshi,8979881556,zayyanj1985@gmail.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,25,25,26,76,Professional,75000,9980000,no_change
P_000432,2023-04-06,Sai Anand Wave Sector,Commercial,Gujarat,Anand,Rural,U_000975,Yash Ali,7328886269,yash2721@hotmail.com,14.39,250,Strong,West,12.47,2023,14.34,15.93,11,11,15,11,48,Professional,75000,7360000,profit
P_000433,2023-08-27,Hanuman Palanpur Sameer Plant,Co-operative,Gujarat,Palanpur,Rural,U_000167,Yasti Verma,8577618639,yasti.verma45@gmail.com,7.84,263,Light Breeze,West,14.71,2023,8.12,9.02,15,15,16,18,64,Professional,75000,9750000,profit
P_000434,2024-08-24,Gujarat Stratus Complex,Government (MNRE),Gujarat,Bharuch,Rural,U_000640,Darsh Sethi,7470019366,dsethi96@outlook.com,10.0,226,Moderate,West,15.65,2024,11.87,13.19,7,7,7,11,32,Professional,75000,4760000,profit
P_000435,2025-04-27,Kerala Updraft Complex,Industrial,Kerala,Koyilandy,Urban,U_000226,Girish Mali,8903959147,g.mali1984@gmail.com,16.03,79,Strong,East,13.56,2025,67.33,74.81,24,24,25,27,100,Professional,75000,15330000,profit
P_000436,2021-03-09,Krishna Salem Gale Infrastructure,Co-operative,Tamil Nadu,Salem,Urban,U_000696,Urvashi Tiwari,8677639156,urvashi4834@yahoo.com,7.61,232,Light Breeze,West,10.55,2021,10.73,11.92,18,18,21,19,76,Professional,75000,11670000,profit
P_000437,2025-06-24,Tiruchirappalli Wind Farm VI,Government (MNRE),Tamil Nadu,Tiruchirappalli,Semi-Urban,U_000016,Harinakshi Kadam,9736489930,hkadam50@yahoo.com,7.81,267,Light Breeze,West,13.92,2025,13.84,15.38,23,23,23,25,94,Professional,75000,14470000,profit
P_000438,2023-04-19,Kerala Stream Unit,Private,Kerala,Kozhikode,Rural,U_000370,Advaith Dwivedi,8043442955,dwivedi.advaith174@yahoo.com,15.38,117,Strong,East,12.71,2023,47.66,52.96,21,21,0,26,68,Professional,75000,10710000,profit
P_000439,2022-03-13,Jai Ooty Anila Tower,Government (MNRE),Tamil Nadu,Ooty,Rural,U_000466,Anusha Naqvi,8657318400,anushan1984@hotmail.com,10.67,349,Moderate,North,13.96,2022,28.41,31.57,28,28,28,32,116,Professional,75000,17780000,profit
P_000440,2021-04-07,Navsari Wind Farm IX,Government (MNRE),Gujarat,Navsari,Urban,U_000648,Wazir Bose,8894342212,bose.wazir603@gmail.com,12.57,145,Moderate,South,20.32,2021,31.51,35.01,18,18,19,19,74,Professional,75000,11400000,profit
P_000441,2022-08-02,Murugan Hassan Cumulus Ridge,Industrial,Karnataka,Hassan,Semi-Urban,U_000831,Jacob Menon,8018990124,jacob9648@outlook.com,8.41,261,Moderate,West,12.78,2022,20.38,22.65,28,28,30,31,117,Professional,75000,17945000,profit
P_000442,2023-09-12,Kottayam Wind Farm X,Government (MNRE),Kerala,Kottayam,Rural,U_000964,Mohini Nigam,8120391544,m.nigam1976@yahoo.com,13.13,228,Moderate,West,15.7,2023,38.98,43.31,16,16,16,18,66,Professional,75000,10130000,profit
P_000443,2024-10-03,Batala Wind Farm II,Industrial,Punjab,Batala,Urban,U_001405,Falguni Vyas,9800158869,falguni.vyas71@hotmail.com,12.54,193,Moderate,South,15.46,2024,38.37,42.63,23,23,24,26,96,Professional,75000,14710000,profit
P_000444,2025-12-11,Rajasthan Wave Tower,Industrial,Rajasthan,Jodhpur,Rural,U_000607,Vasana Dubey,9015021014,vdubey9@gmail.com,7.92,292,Light Breeze,West,15.48,2025,17.94,19.93,26,26,29,0,81,Professional,75000,13795000,profit
P_000445,2024-03-14,Ishwar Manjeri Pulse Zone,Co-operative,Kerala,Manjeri,Urban,U_000227,Abeer Sharma,8286574327,asharma49@yahoo.com,13.33,13,Moderate,North,16.05,2024,42.03,46.7,22,22,25,26,95,Professional,75000,14465000,profit
P_000446,2021-09-03,Hospet Wind Farm II,Co-operative,Karnataka,Hospet,Rural,U_000571,Chaman Pai,9874680729,pai.chaman668@yahoo.com,11.52,263,Moderate,West,16.67,2021,14.39,15.99,9,9,12,0,30,Professional,75000,5040000,profit
P_000447,2024-08-05,Kerala Cloud Harvest,Industrial,Kerala,Kanhangad,Rural,U_000174,Bhavini More,9968995674,bhavini.more65@hotmail.com,13.51,269,Moderate,West,17.46,2024,74.57,82.86,23,23,25,0,71,Professional,75000,12115000,profit
P_000448,2024-10-22,Kothagudem Wind Farm VI,Commercial,Telangana,Kothagudem,Rural,U_000742,Vivaan Shaikh,8759786210,v.shaikh1975@yahoo.com,11.95,57,Moderate,East,13.58,2024,13.41,14.9,8,8,0,10,26,Professional,75000,4090000,profit
P_000449,2023-12-09,Telangana Wind Power,Government (MNRE),Telangana,Siddipet,Semi-Urban,U_000731,Urishilla Mahajan,9488949522,urishilla_mahajan@yahoo.com,10.44,268,Moderate,West,17.02,2023,23.15,25.72,22,22,22,26,92,Professional,75000,14060000,profit
P_000450,2024-06-21,Telangana Spiral Valley,Co-operative,Telangana,Siddipet,Semi-Urban,U_001258,Pranit Kamat,7307742946,pranit1002@gmail.com,7.55,250,Light Breeze,West,14.92,2024,14.28,15.87,17,17,0,21,55,Professional,75000,8665000,profit
P_000451,2022-07-26,Tridev Madurai Gust Estate,Co-operative,Tamil Nadu,Madurai,Rural,U_001312,Lohit Verma,7171360648,verma.lohit557@hotmail.com,8.82,242,Moderate,West,14.07,2022,9.89,10.99,11,11,13,12,47,Professional,75000,7195000,profit
P_000452,2024-12-26,Parvati Siricilla Velocity Systems,Co-operative,Telangana,Siricilla,Rural,U_000272,Aarnav Hashmi,9343787970,aarnavh1994@outlook.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,15,0,0,15,Professional,75000,2325000,no_change
P_000453,2022-10-28,Kerala Stratus Station,Co-operative,Kerala,Payyanur,Rural,U_000382,Omaja Das,7540565884,odas62@yahoo.com,10.14,340,Moderate,North,10.6,2022,19.99,22.21,19,19,20,0,58,Professional,75000,9920000,profit
P_000454,2024-08-12,Telangana Pavan Harvest,Industrial,Telangana,Kothagudem,Rural,U_001163,Gopal Saxena,7084168186,gopal9757@outlook.com,12.24,262,Moderate,West,15.61,2024,66.32,73.69,27,27,32,30,116,Self,0,9030000,profit
P_000455,2024-12-03,Maharashtra Velocity Range,Private,Maharashtra,Sangli,Semi-Urban,U_000717,Hamsini Iyer,7496214606,hamsini.iyer77@hotmail.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,23,24,26,73,Self,0,4060000,no_change
P_000456,2023-04-19,Khanna Wind Farm VI,Co-operative,Punjab,Khanna,Semi-Urban,U_000382,Omaja Das,7540565884,odas62@yahoo.com,7.66,51,Light Breeze,East,14.62,2023,14.42,16.02,30,30,0,34,94,Professional,75000,14970000,profit
P_000457,2025-12-19,Maa Pathankot Wave Farm,Private,Punjab,Pathankot,Rural,U_000615,Sachi Sabharwal,8600176918,sabharwal.sachi131@yahoo.com,11.73,242,Moderate,West,13.76,2025,30.55,33.94,23,23,24,23,93,Professional,75000,14395000,profit
P_000458,2023-06-07,Jai Kapurthala Breath Division,Industrial,Punjab,Kapurthala,Rural,U_000503,Jacob Sen,7637436838,jacob2752@yahoo.com,7.84,247,Light Breeze,West,15.52,2023,8.42,9.36,15,15,20,18,68,Professional,75000,10290000,profit
P_000459,2023-03-01,Andhra Tejas Heights,Industrial,Andhra Pradesh,Anantapur,Urban,U_000663,Yashodhara Zaidi,9284479590,yzaidi27@outlook.com,10.56,91,Moderate,East,12.88,2023,31.91,35.46,30,30,33,34,127,Professional,75000,19425000,profit
P_000460,2023-01-26,Mehsana Wind Farm V,Commercial,Gujarat,Mehsana,Urban,U_000566,Rajeshri Subramanian,9641761707,rajeshri.subramanian42@yahoo.com,9.58,319,Moderate,North,16.68,2023,32.94,36.6,28,28,33,28,117,Professional,75000,18035000,profit
P_000461,2023-02-09,Surat Wind Farm VI,Private,Gujarat,Surat,Urban,U_000802,Pavani Joshi,9704013296,pavani.joshi80@gmail.com,5.92,323,Light Breeze,North,14.33,2023,2.82,3.13,10,10,12,15,47,Professional,75000,6995000,profit
P_000462,2023-04-07,Khandwa Wind Farm II,Industrial,Madhya Pradesh,Khandwa,Rural,U_001499,Girik Sawant,8346181896,girik_sawant@outlook.com,4.9,345,Light Breeze,North,16.99,2023,9.46,10.51,28,28,28,29,113,Professional,75000,17465000,profit
P_000463,2024-09-06,Andhra Velocity Circle,Industrial,Andhra Pradesh,Eluru,Rural,U_001366,Dipta Karthik,8994092206,dkarthik22@outlook.com,5.43,252,Light Breeze,West,12.6,2024,6.39,7.1,23,23,24,24,94,Self,0,7450000,profit
P_000464,2021-02-07,Buldhana Wind Farm II,Industrial,Maharashtra,Buldhana,Rural,U_000226,Girish Mali,8903959147,g.mali1984@gmail.com,10.13,262,Moderate,West,17.91,2021,14.8,16.45,14,14,15,17,60,Self,0,4630000,profit
P_000465,2024-07-20,Jai Mehsana Air Circle,Industrial,Gujarat,Mehsana,Rural,U_001325,Hemang Gupta,7696645273,hemang1198@outlook.com,8.8,244,Moderate,West,12.61,2024,18.29,20.32,22,22,0,27,71,Professional,75000,11195000,profit
P_000466,2024-10-04,Machilipatnam Wind Farm II,Industrial,Andhra Pradesh,Machilipatnam,Rural,U_000640,Darsh Sethi,7470019366,dsethi96@outlook.com,15.64,160,Strong,South,10.38,2024,12.21,13.57,8,8,8,9,33,Self,0,2590000,profit
P_000467,2024-03-24,Kerala Tejas Node,Government (MNRE),Kerala,Kannur,Urban,U_001465,Oviya Rane,9582930106,oviya.rane52@outlook.com,3.4,128,Light Breeze,East,15.1,2024,1.94,1.11,7,0,12,8,27,Professional,75000,4035000,loss
P_000468,2023-01-10,Ajmer Wind Farm VII,Commercial,Rajasthan,Ajmer,Semi-Urban,U_000081,Ekta Narayanan,7157570450,narayanan.ekta458@yahoo.com,7.49,68,Light Breeze,East,11.45,2023,12.74,14.16,20,20,22,20,82,Self,0,6520000,profit
P_000469,2021-04-23,Surat Wind Farm VI,Government (MNRE),Gujarat,Surat,Urban,U_000599,Finn Sharma,9428142654,fsharma17@yahoo.com,11.13,18,Moderate,North,14.61,2021,11.11,12.34,9,9,11,0,29,Professional,75000,4905000,profit
P_000470,2024-08-28,Udaipur Wind Farm IX,Private,Rajasthan,Udaipur,Semi-Urban,U_001375,Charles Sanyal,9553729232,sanyal.charles668@yahoo.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,22,27,22,71,Professional,75000,9365000,no_change
P_000471,2025-12-02,Gulbarga Wind Farm VII,Commercial,Karnataka,Gulbarga,Semi-Urban,U_000044,Sathvik Mukhopadhyay,8248984346,sathvik_mukhopadhyay@gmail.com,12.62,140,Moderate,South,15.63,2025,49.44,54.93,29,29,34,30,122,Self,0,9610000,profit
P_000472,2022-12-15,Madanapalle Wind Farm II,Industrial,Andhra Pradesh,Madanapalle,Urban,U_000392,Benjamin Rao,9097469781,b.rao1988@outlook.com,9.7,29,Moderate,North,18.62,2022,20.15,22.39,20,20,23,22,85,Self,0,6640000,profit
P_000473,2024-07-05,Bhavani Gurdaspur Crosswind Center,Commercial,Punjab,Gurdaspur,Urban,U_001034,Vasudha Gokhale,7207195568,vasudha.gokhale1@hotmail.com,3.79,189,Light Breeze,South,10.19,2024,0.94,1.05,7,7,11,9,34,Professional,75000,5090000,profit
P_000474,2021-05-04,Swami Abohar Aero Tower,Co-operative,Punjab,Abohar,Semi-Urban,U_000671,William Tiwari,8136125163,william.tiwari49@hotmail.com,4.92,297,Light Breeze,West,13.89,2021,5.52,6.13,28,28,33,0,89,Professional,75000,15095000,profit
P_000475,2025-06-24,Karnataka Breath Site,Government (MNRE),Karnataka,Hospet,Semi-Urban,U_001240,Vaishnavi Birla,8912017132,vaishnavi_birla@outlook.com,10.73,183,Moderate,South,13.4,2025,20.42,22.69,20,20,21,0,61,Professional,75000,10435000,profit
P_000476,2024-09-04,Kanhangad Wind Farm IV,Private,Kerala,Kanhangad,Urban,U_000354,Om Goel,8062768014,o.goel1986@yahoo.com,11.06,197,Moderate,South,10.87,2024,19.32,21.47,16,16,18,0,50,Professional,75000,8510000,profit
P_000477,2024-08-27,Gujarat Surge Range,Private,Gujarat,Vadodara,Urban,U_000867,Karan Biswas,7216138887,karan.biswas2@hotmail.com,13.33,207,Moderate,South,13.79,2024,29.99,33.32,12,12,12,12,48,Professional,75000,7440000,profit
P_000478,2021-01-08,Shivpuri Wind Farm I,Co-operative,Madhya Pradesh,Shivpuri,Urban,U_000482,Abhiram Syed,9244944166,syed.abhiram761@outlook.com,10.35,360,Moderate,North,14.86,2021,24.33,27.03,26,26,26,26,104,Professional,75000,16120000,profit
P_000479,2021-11-18,Tamil Wind Plant,Commercial,Tamil Nadu,Namakkal,Semi-Urban,U_000537,Abha Rao,7812066892,rao.abha412@gmail.com,11.37,240,Moderate,West,15.42,2021,25.9,28.78,14,14,18,18,64,Professional,75000,9640000,profit
P_000480,2022-04-10,Thoothukudi Wind Farm V,Industrial,Tamil Nadu,Thoothukudi,Semi-Urban,U_001015,Suhani Gowda,7673635982,s.gowda1996@gmail.com,11.34,156,Moderate,South,15.61,2022,26.05,28.94,16,16,16,16,64,Professional,75000,9920000,profit
P_000481,2023-01-24,Durga Junagadh Whirl Corridor,Co-operative,Gujarat,Junagadh,Urban,U_000933,Vanya Naik,9290089118,vanyan1999@yahoo.com,12.99,241,Moderate,West,14.49,2023,24.17,26.85,18,18,23,21,80,Professional,75000,12150000,profit
P_000482,2023-08-12,Perinthalmanna Wind Farm IX,Commercial,Kerala,Perinthalmanna,Rural,U_001006,Chakrika Ranganathan,9028933283,chakrikar1985@hotmail.com,12.13,188,Moderate,South,13.78,2023,16.25,18.06,9,9,10,13,41,Professional,75000,6135000,profit
P_000483,2023-10-09,Pune Wind Farm VIII,Industrial,Maharashtra,Pune,Urban,U_000080,Waida Majumdar,8121139881,wmajumdar45@outlook.com,0.0,0,NA,NA,0.0,2023,0.0,0.0,0,28,29,30,87,Professional,75000,11405000,no_change
P_000484,2025-09-11,Bholenath Anantapur Pressure Harvest,Commercial,Andhra Pradesh,Anantapur,Semi-Urban,U_000713,Janaki Bhatia,8373623065,janaki.bhatia69@gmail.com,0.0,0,NA,NA,0.0,2025,0.0,0.0,0,0,29,31,60,Professional,75000,7170000,no_change
P_000485,2021-07-08,Karnataka Gale Commons,Industrial,Karnataka,Udupi,Semi-Urban,U_000648,Wazir Bose,8894342212,bose.wazir603@gmail.com,5.71,246,Light Breeze,West,14.32,2021,3.79,4.21,9,9,9,14,41,Professional,75000,6105000,profit
P_000486,2024-04-22,Ajmer Wind Farm VI,Industrial,Rajasthan,Ajmer,Urban,U_001398,Azad Majumdar,7716475353,majumdar.azad777@yahoo.com,6.96,163,Light Breeze,South,16.1,2024,17.5,19.44,29,0,33,34,96,Professional,75000,14550000,profit
P_000487,2023-03-22,Koyilandy Wind Farm III,Government (MNRE),Kerala,Koyilandy,Rural,U_000065,Ekapad Jadeja,8102647904,ekapad.jadeja14@outlook.com,8.04,341,Moderate,North,12.88,2023,12.33,13.7,20,20,20,20,80,Professional,75000,12400000,profit
P_000488,2023-08-03,Telangana Anila Urja,Co-operative,Telangana,Siricilla,Rural,U_000637,Urmi Kulkarni,8214767414,urmik1997@hotmail.com,0.0,0,NA,NA,0.0,2023,0.0,0.0,0,18,19,20,57,Professional,75000,7455000,no_change
P_000489,2023-01-08,Punjab Gale Station,Co-operative,Punjab,Barnala,Rural,U_000241,Frederick Arora,8944587803,f.arora1997@hotmail.com,2.0,124,Calm,East,10.04,2023,0.83,0.92,27,27,29,32,115,Professional,75000,17535000,profit
P_000490,2024-11-02,Tonk Wind Farm X,Industrial,Rajasthan,Tonk,Rural,U_000989,Nisha Parmar,9583832531,nisha.parmar95@hotmail.com,11.28,109,Moderate,East,15.96,2024,56.88,63.2,30,30,0,33,93,Professional,75000,14865000,profit
P_000491,2022-11-07,Andhra Tornado Urja,Government (MNRE),Andhra Pradesh,Madanapalle,Urban,U_001081,Dayita Dubey,7846989594,dubey.dayita266@hotmail.com,11.28,30,Moderate,North,11.58,2022,12.65,14.05,9,0,0,9,18,Professional,75000,2970000,profit
P_000492,2021-05-08,Shankar Valsad Whirl Unit,Government (MNRE),Gujarat,Valsad,Urban,U_000973,Urishilla Tripathi,9264540182,u.tripathi1991@hotmail.com,8.86,235,Moderate,West,13.99,2021,15.75,17.5,17,17,0,20,54,Self,0,4510000,profit
P_000493,2022-06-09,Parvati Dewas Gale Campus,Private,Madhya Pradesh,Dewas,Urban,U_000318,Anmol Rao,9973599216,anmol.rao4@gmail.com,3.52,193,Light Breeze,South,17.76,2022,0.81,0.9,5,5,8,5,23,Professional,75000,3505000,profit
P_000494,2024-08-21,Devi Tiruppur Motion Heights,Commercial,Tamil Nadu,Tiruppur,Semi-Urban,U_000336,Ati Srinivasan,9641592253,ati2422@outlook.com,12.63,211,Moderate,South,13.45,2024,22.82,25.36,15,15,18,15,63,Professional,75000,9705000,profit
P_000495,2024-06-11,Punjab Surge Project,Government (MNRE),Punjab,Gurdaspur,Urban,U_001438,Faqid Kandpal,7147313450,faqidk1997@hotmail.com,7.08,206,Light Breeze,South,14.52,2024,12.62,14.02,21,21,22,26,90,Professional,75000,13680000,profit
P_000496,2023-04-27,Sai Fazilka Aero Plant,Co-operative,Punjab,Fazilka,Semi-Urban,U_000712,Anika Chopra,7949011833,anika_chopra@yahoo.com,2.0,178,Calm,South,13.38,2023,0.92,1.02,21,21,25,21,88,Self,0,6960000,profit
P_000497,2024-05-05,Palwancha Wind Farm VIII,Industrial,Telangana,Palwancha,Urban,U_000739,Jai Pai,7078998752,jaip1988@hotmail.com,7.95,183,Light Breeze,South,11.5,2024,12.18,13.53,20,0,23,22,65,Professional,75000,9915000,profit
P_000498,2024-09-05,Tamil Air Power,Commercial,Tamil Nadu,Dindigul,Rural,U_000018,Oni Karthik,8023629882,oni.karthik57@gmail.com,9.16,229,Moderate,West,18.49,2024,21.69,24.1,16,0,18,0,34,Professional,75000,6030000,profit
P_000499,2025-05-01,Tonk Wind Farm II,Government (MNRE),Rajasthan,Tonk,Rural,U_000249,Ekta Gupta,8155378738,e.gupta1977@outlook.com,10.92,239,Moderate,West,12.57,2025,26.43,29.37,28,28,29,32,117,Self,0,9140000,profit
P_000500,2024-07-05,Batala Wind Farm V,Commercial,Punjab,Batala,Rural,U_000064,Nathaniel Parmar,9870159972,n.parmar1978@yahoo.com,8.72,226,Moderate,West,17.5,2024,8.65,9.61,8,8,13,0,29,Professional,75000,4795000,profit
P_000501,2025-03-15,Moga Wind Farm X,Industrial,Punjab,Moga,Urban,U_001088,Raagini Karthik,7305253066,raagini.karthik26@outlook.com,9.77,285,Moderate,West,14.15,2025,8.49,9.43,7,7,10,11,35,Professional,75000,5165000,profit
P_000502,2024-12-04,Punjab Pulse Terminal,Commercial,Punjab,Khanna,Semi-Urban,U_000355,Zaid Farooq,7687538402,zaid3502@yahoo.com,5.06,252,Light Breeze,West,15.75,2024,8.5,9.44,21,0,22,22,65,Professional,75000,10005000,profit
P_000503,2024-11-09,Karnataka Gust Grid,Industrial,Karnataka,Bidar,Urban,U_000837,Eta Koli,8555925306,etak1983@outlook.com,11.18,20,Moderate,North,16.24,2024,20.42,11.91,8,8,8,9,33,Professional,75000,5065000,loss
P_000504,2024-05-22,Tiruchirappalli Wind Farm X,Commercial,Tamil Nadu,Tiruchirappalli,Semi-Urban,U_000078,Vasatika Gohil,7249429303,vasatika2817@yahoo.com,11.91,325,Moderate,North,16.62,2024,29.29,32.54,19,0,0,22,41,Professional,75000,6585000,profit
P_000505,2024-12-19,Adishakti Bellary Samir Tower,Private,Karnataka,Bellary,Rural,U_001066,Gabriel Shinde,9123083535,gshinde98@gmail.com,8.39,95,Moderate,East,17.29,2024,5.64,4.17,5,5,6,8,24,Professional,75000,3550000,loss
P_000506,2021-06-16,Rajsamand Wind Farm VII,Commercial,Rajasthan,Rajsamand,Rural,U_000444,Nathan Pathan,7748380328,n.pathan1993@gmail.com,9.59,211,Moderate,South,19.19,2021,5.95,6.61,5,0,9,9,23,Professional,75000,3285000,profit
P_000507,2025-04-04,Bhopal Wind Farm IV,Commercial,Madhya Pradesh,Bhopal,Rural,U_000957,Netra Khan,7413945319,n.khan1987@gmail.com,4.93,66,Light Breeze,East,18.34,2025,9.95,11.06,28,28,30,32,118,Self,0,9200000,profit
P_000508,2021-01-16,Vidisha Wind Farm III,Government (MNRE),Madhya Pradesh,Vidisha,Urban,U_001115,Chatura Patel,7796462442,c.patel1987@yahoo.com,7.59,77,Light Breeze,East,12.37,2021,6.08,6.76,10,10,10,14,44,Professional,75000,6620000,profit
P_000509,2025-10-17,Om Abohar Zephyr Hub,Co-operative,Punjab,Abohar,Semi-Urban,U_000672,Gagan Joshi,8287498977,joshi.gagan143@yahoo.com,5.55,237,Light Breeze,West,13.2,2025,4.47,4.97,19,19,23,19,80,Professional,75000,12320000,profit
P_000510,2022-12-09,Ayyappa Kochi Monsoon Farm,Government (MNRE),Kerala,Kochi,Urban,U_000689,Eshana Pundir,8668369551,e.pundir1987@hotmail.com,0.0,0,NA,NA,0.0,2022,0.0,0.0,0,0,26,25,51,Professional,75000,6135000,no_change
P_000511,2023-05-20,Subramani Katni Updraft Sector,Industrial,Madhya Pradesh,Katni,Urban,U_000199,Yasti Hussain,8076548657,yasti8293@outlook.com,5.28,224,Light Breeze,South,13.94,2023,6.55,7.28,24,24,26,29,103,Professional,75000,15675000,profit
P_000512,2025-11-23,Saraswati Bharuch Nimbus Campus,Industrial,Gujarat,Bharuch,Urban,U_000554,Patrick Singh,9503468240,patrick5880@yahoo.com,15.43,132,Strong,East,18.32,2025,45.34,50.38,17,17,19,0,53,Professional,75000,9025000,profit
P_000513,2024-12-14,Gujarat Tempest Energy,Co-operative,Gujarat,Morbi,Semi-Urban,U_001139,Ira Jindal,7984725493,ira.jindal27@outlook.com,10.31,288,Moderate,West,14.1,2024,41.93,26.85,24,24,24,24,96,Professional,75000,14880000,loss
P_000514,2023-10-11,Dattatreya Dhule Drift Circle,Co-operative,Maharashtra,Dhule,Rural,U_001338,Manan Birla,7626550917,mananb1981@yahoo.com,9.36,110,Moderate,East,15.53,2023,10.58,11.76,10,10,12,14,46,Professional,75000,6890000,profit
P_000515,2023-05-02,Punjab Zephyr Network,Industrial,Punjab,Faridkot,Urban,U_000030,Bhavika Syed,8822876983,bhavika.syed52@hotmail.com,3.93,247,Light Breeze,West,13.36,2023,4.91,5.46,30,30,34,33,127,Professional,75000,19455000,profit
P_000516,2024-02-05,Eeshwar Bathinda Pulse Field,Industrial,Punjab,Bathinda,Urban,U_000427,Yashawini Lodha,8092261574,y.lodha1992@outlook.com,2.0,186,Calm,South,15.0,2024,0.36,0.4,9,9,10,9,37,Professional,75000,5715000,profit
P_000517,2023-01-19,Jai Patiala Wave Heights,Commercial,Punjab,Patiala,Semi-Urban,U_000698,Aachal Sen,7762011104,sen.aachal112@gmail.com,8.94,276,Moderate,West,12.79,2023,13.35,14.83,18,18,23,22,81,Self,0,6180000,profit
P_000518,2023-12-18,Bidar Wind Farm IV,Co-operative,Karnataka,Bidar,Urban,U_001205,Anika Patel,7425159017,apatel72@outlook.com,14.72,136,Strong,South,10.94,2023,45.76,50.85,30,30,30,33,123,Professional,75000,18915000,profit
P_000519,2024-11-16,Rajasthan Wind Power,Government (MNRE),Rajasthan,Alwar,Semi-Urban,U_001211,Abhiram Singh,9816638358,singh.abhiram144@gmail.com,4.61,158,Light Breeze,South,14.56,2024,2.01,2.23,7,7,12,12,38,Professional,75000,5540000,profit
P_000520,2024-05-12,Kali Kamareddy Storm Tower,Government (MNRE),Telangana,Kamareddy,Urban,U_000617,Ekta Gupta,9255636350,ektag2000@yahoo.com,0.0,0,NA,NA,0.0,2024,0.0,0.0,0,0,18,19,37,Professional,75000,4425000,no_change
P_000521,2022-04-23,Adishakti Hubli Pulse Unit,Commercial,Karnataka,Hubli,Urban,U_001026,Bhavika Grover,7134932111,bhavika_grover@yahoo.com,8.62,132,Moderate,East,16.7,2022,11.46,12.73,11,11,0,12,34,Professional,75000,5440000,profit
P_000522,2022-03-22,Nashik Wind Farm I,Government (MNRE),Maharashtra,Nashik,Semi-Urban,U_000945,Faraj Negi,7152231745,farajn1982@hotmail.com,8.88,356,Moderate,North,13.57,2022,24.19,26.88,29,29,31,32,121,Professional,75000,18565000,profit
P_000523,2023-09-19,Kota Wind Farm VII,Industrial,Rajasthan,Kota,Semi-Urban,U_000015,Nandini Grover,7959693885,nandini.grover78@outlook.com,0.0,0,NA,NA,0.0,2023,0.0,0.0,0,16,19,21,56,Professional,75000,7250000,no_change
P_000524,2023-07-02,Ongole Wind Farm VII,Industrial,Andhra Pradesh,Ongole,Semi-Urban,U_000821,Lavanya Banerjee,9511326216,lavanya.banerjee86@outlook.com,5.27,251,Light Breeze,West,17.69,2023,13.53,10.73,25,25,26,0,76,Professional,75000,13010000,loss
P_000525,2023-03-15,Dindigul Wind Farm III,Co-operative,Tamil Nadu,Dindigul,Rural,U_001144,Imaran Iyer,8699333940,imarani1990@yahoo.com,14.14,184,Strong,South,12.44,2023,10.76,11.95,5,5,8,5,23,Professional,75000,3505000,profit
P_000526,2024-05-02,Hoshiarpur Wind Farm IV,Commercial,Punjab,Hoshiarpur,Semi-Urban,U_001078,Chandran Gowda,7924957027,c.gowda2006@outlook.com,8.19,31,Moderate,North,15.24,2024,11.79,13.1,18,18,0,19,55,Professional,75000,8835000,profit
P_000527,2022-02-26,Hubli Wind Farm IV,Government (MNRE),Karnataka,Hubli,Urban,U_000041,Laban Mahajan,9751652788,mahajan.laban289@outlook.com,10.78,260,Moderate,West,12.62,2022,14.08,15.65,13,13,17,17,60,Professional,75000,9020000,profit
P_000528,2023-07-20,Sri Ganganagar Wind Farm VII,Government (MNRE),Rajasthan,Sri Ganganagar,Semi-Urban,U_000704,Yagnesh Gaikwad,7217212579,yagnesh.gaikwad91@outlook.com,6.99,238,Light Breeze,West,13.94,2023,11.83,13.14,15,15,15,18,63,Professional,75000,9615000,profit
